Padrão,Frase
DIRETO,"#706,Podcast 3 irmãos,Bolsonarista é muito  burro."
VERBO_TERMO,Caporezzo deve estar concorrendo como o ser humano mais burro da história.
DIRETO,Se vc é trabalhador e votou nesse cara vc é burro tanto quanto ele!
DIRETO,"irmãos,""Gente esse caporezzo é tão burro!"
DIRETO,"Eu teria vergonha de falar, meu filho vai participar de um debate no podcast, vocês todos vao poder ver o quanto meu filho é burro 😂"
DIRETO,"#706,Podcast 3 irmãos,""1:30:13 """" não cara, vc é burro?"
DIRETO,O cara é absurdamente burro e/ou absurdamente mal caráter.
DIRETO,"#706,Podcast 3 irmãos,O caporeto é muito burro."
DIRETO,"#706,Podcast 3 irmãos,Uma coisa é ser burro!"
DIRETO,"#706,Podcast 3 irmãos,""mds do céu esse caporezzo é uma piada, puta merda que bixo retardado do krl, o cara fala que"
DIRETO,"#706,Podcast 3 irmãos,Esse Caporezzo é um idiota..."
DIRETO,"#706,Podcast 3 irmãos,Caporezzo é um burro orgulhoso KKK,Política,https://www.youtube.com/watch?v=fFvrutu5dl0"
DIRETO,"#706,Podcast 3 irmãos,""Toda vez que o deputado abria a boca pra falar merda eu me questionava se ele é burro ou mal caráter, cheguei a conclusão de que é os dois."
DIRETO,"irmãos,""o deputado max steel é burro pra crl, ta maluco"",Política,https://www.youtube.com/watch?v=fFvrutu5dl0"
DIRETO,O cara é burro demais.
DIRETO,"#706,Podcast 3 irmãos,Este Caporezo é muito burro."
DIRETO,"#706,Podcast 3 irmãos,Esse polícia é mto burro kkkkk,Política,https://www.youtube.com/watch?v=fFvrutu5dl0"
DIRETO,"irmãos,""esse caporezo é muito burro, é assustador, pqp"",Política,https://www.youtube.com/watch?v=fFvrutu5dl0"
DIRETO,"irmãos,""Esse deputado é tão burro que só burro deve ter votado nele,e esses burros nem olham em volta"",Política,https://www.youtube.com/watch?v=fFvrutu5dl0"
DIRETO,"irmãos,""Esse deputado aí é tão burro, que ele defende algo que ele nem entendeu ainda kkkkk"",Política,https://www.youtube.com/watch?v=fFvrutu5dl0"
DIRETO,Bolsonarista é burro ou mau caráter.
DIRETO,"#706,Podcast 3 irmãos,Meu Deus esse Caporezzo é burro ou mentiroso."
DIRETO,"#706,Podcast 3 irmãos,""Calabrezzo é burro mesmo, dizendo que o pegueno/medio """"empreendedor"""" é empresário captalista, quando o mercado financeiro representado por Paulo Jegues afirmou claramente que esses são as domesticas do mercado."
DIRETO,"irmãos,""o calabreso é tão burro que ele parece uma sátira."
DIRETO,"#706,Podcast 3 irmãos,""Nossa esse deputado é burro hein!"
DIRETO,"#706,Podcast 3 irmãos,Caraio kkkk esse cara é um idiota total."
DIRETO,"#706,Podcast 3 irmãos,""É difícil ouvir o Caporezzo, ele é tão burro que nem parece português."
DIRETO,"#706,Podcast 3 irmãos,Ess tipo de debate é tão idiota que chega a ser engraçado,Política,https://www.youtube.com/watch?v=fFvrutu5dl0"
DIRETO,"#706,Podcast 3 irmãos,""Vei, esse caporezo é muito burro!"
DIRETO,"#706,Podcast 3 irmãos,Capurezo é burro d+.,Política,https://www.youtube.com/watch?v=fFvrutu5dl0"
VERBO_TERMO,"irmãos,""caralho meu irmaooo, como que um ser humano burro assim é deputado?????"",Política,https://www.youtube.com/watch?v=fFvrutu5dl0"
DIRETO,pq existem capitalista vc é burro?
DIRETO,"#706,Podcast 3 irmãos,""É pq ele é tão burro que não consegue ver nem que ta apanhando, ele acha que ta arrasando, isso que é o mais engraçado, ele parece um bobo corte."
DIRETO,"O cara é BURRO, é mal educado, é mal informado, é FALACIOSO e sim, seu mandato é um mandato de LACRADOR."
DIRETO,"#706,Podcast 3 irmãos,""calabrezzo é burro e fraco, sem mais"",Política,https://www.youtube.com/watch?v=fFvrutu5dl0"
DIRETO,O sujeito é burro até para os parâmetros liberais.
DIRETO,Pra esse deputado ser só burro ele tem que ler muuuuuuuito ainda.
DIRETO,"#706,Podcast 3 irmãos,""Deu a impressão q o Humberto foi muito superior pq o deputado é um acéfalo, muiiiiiito tapado."
DIRETO,"irmãos,""O Calabrezo não é burro, é desonesto mesmo."
DIRETO,Eu não sei se ele é burro ou desonesto.
DIRETO,"#706,Podcast 3 irmãos,O caporezo ser burro até da pra entender."
DIRETO,"#706,Podcast 3 irmãos,""Nossa, esse Caporezzo é burro demais, não é possível."
DIRETO,"#706,Podcast 3 irmãos,""Como esse puliça é burro, vixe!"",Política,https://www.youtube.com/watch?v=fFvrutu5dl0"
DIRETO,"#706,Podcast 3 irmãos,A única dúvida que ficou é se o Caporezzo é burro ou mau caráter mesmo."
DIRETO,"#706,Podcast 3 irmãos,""Ess deputado ignorante é muito burro é ruim, só a massa de manobra mergulhada em fake news pra acredita num cara desse."
DIRETO,"irmãos,""não é qualquer burro, é um burro DEPUTADO FEDERAL BRASILEIRO."",Política,https://www.youtube.com/watch?v=fFvrutu5dl0"
DIRETO,"#706,Podcast 3 irmãos,""c0mun4 é burro, então é no máximo burro x burro."
DIRETO,"Ser de Direita  = Ser um burro adestrado que carrega o peso da burguesia em seu lombo, orgulho nacional kkkkkkkkk"",Política,https://www.youtube.com/watch?v=fFvrutu5dl0"
DIRETO,"#706,Podcast 3 irmãos, @hatanecardozo7065  se a maioria do povo for burro vocês se dão bem mesmo kkkk,Política,https://www.youtube.com/watch?v=fFvrutu5dl0"
DIRETO,"HUMBERTO MATOS vs CAPOREZZO - DEBATE - COMUNISTA x BOLSONARISTA - PODCAST 3 IRMÃOS #706,Podcast 3 irmãos,""Bicho, o Caporezzo é o burro mais confiante que eu já vi na minha vida."
DIRETO,"O cara é tão burro, rasteiro, superman de prateleira, que não entendeu nem o dado fudido que ele mesmo trouxe."
DIRETO,"ele é um grande idiota,Política,https://www.youtube.com/watch?v=fFvrutu5dl0"
DIRETO,O cara acha que todo mundo é burro igual a ele.
VERBO_TERMO,"Estou escrevendo na primeira pergunta, eu vou pular o capore falando, porque eu tenho a sensação de estar ficando burro."
DIRETO,O pior era achar que os outros era burro....
CARACTERIZACAO,"#706,Podcast 3 irmãos,""se esse caporezzo fica gritando ao meu lado desse jeito, ele ia embora pra casa sem dente meu amigo...que cara folgado meu....pior que grita pra falar burrice ainda....burro que nem uma porta..."
DIRETO,"#706,Podcast 3 irmãos,Esse Caporezo só não é mais burro pq ele é só um."
DIRETO,"#706,Podcast 3 irmãos,esse cara aposta muito que o povo que escuta ele seja burro...,Política,https://www.youtube.com/watch?v=fFvrutu5dl0"
DIRETO,"#706,Podcast 3 irmãos,""Expectativa 30:21 Caporezzo (Vou lacrar!), Realidade 31:19 Humberto (Você é burro!), game over, pois é..."
DIRETO,"irmãos,""Esse deputado é muito burro, tentando explicar a China atual citando dados do século 19 😂😂😂😂😂"",Política,https://www.youtube.com/watch?v=fFvrutu5dl0"
DIRETO,"irmãos,""esse vaporeto, ele soa como um doido falando, eu tava so acompanhando por audio, caramba o maluco é mais idiota do que eu pensava."
DIRETO,"#706,Podcast 3 irmãos,pqp pq todo deputado de direita é tão BURRO?"
DIRETO,"#706,Podcast 3 irmãos,To perplexo com o quanto o calabreso é burro!"
DIRETO,"irmãos,""Esse Xaporezzo é burro demais, Meu Deus!"",Política,https://www.youtube.com/watch?v=fFvrutu5dl0"
DIRETO,"Quando o cara é burro e completamente ideologizado, a ponto de """"descobrir"""" que o empreendedor, que pra ele é sinônimo de capitalista (sic), é o detentor dos meios de produção, e portanto o coração da atividade produtiva (sic), não dá."
DIRETO,O cara acha que todo mundo é burro igual a ele.
VERBO_TERMO,"Estou escrevendo na primeira pergunta, eu vou pular o capore falando, porque eu tenho a sensação de estar ficando burro."
DIRETO,"#706,Podcast 3 irmãos,""Caporezzo é muito acéfalo,me sinto um gênio 😂"",Política,https://www.youtube.com/watch?v=fFvrutu5dl0"
DIRETO,"#706,Podcast 3 irmãos,""Meu Deus  esse deputado é muito burro.. não é pouco é muito burro, ele só sabe falas as mesmas 4 frases ."
DIRETO,"O Típico imbecil Fascista é Retardado, sem noção alguma da História e da Realidade!"",Política,https://www.youtube.com/watch?v=fFvrutu5dl0"
DIRETO,"o cara é muito burro, nem no boteco aqui perto os bêbados são tão incoerente"",Política,https://www.youtube.com/watch?v=fFvrutu5dl0"
DIRETO,Admita que você é burro e desqualificado pra um debate igual o Caporezzo.
DIRETO,"#706,Podcast 3 irmãos,""Povo é muito burro votar num deputado como esse ,,,,,,"",Política,https://www.youtube.com/watch?v=fFvrutu5dl0"
DIRETO,O Caporezzo é tão burro que meu tio bolsonarista que nunca colocou um pé na universidade consegue ter argumentos mais qualificados que esse incapaz.
DIRETO,Esse Caporezzo é burro demais!!!
DIRETO,"O Típico imbecil Fascista é Retardado, sem noção alguma da História e da Realidade!"",Política,https://www.youtube.com/watch?v=fFvrutu5dl0"
DIRETO,"O outro cara aí conseguiu exatamente o que ele queria, não importa se ele só mentiu, se ele é um idiota, ele a todo momento DESCONSTROI o Humberto dentro da lógica tosca dele e certamente conseguiu seus cortes."
DIRETO,"irmãos,""Esse caporezzo é tão burro que defende genocídio de criança Palestina porque os terroristas se instalam próximos as escolas!"
DIRETO,"#706,Podcast 3 irmãos,""Acho que ele brincou com a nossa inteligência, ele acho que o espectador é burro ?"
DIRETO,"#706,Podcast 3 irmãos,O Caporezzo é burro assim ou é só personagem?,Política,https://www.youtube.com/watch?v=fFvrutu5dl0"
DIRETO,"#706,Podcast 3 irmãos,""É obrigatório ser burro pra debater neste podcast?"
DIRETO,"#706,Podcast 3 irmãos,""Impressionante como um cara desses como o caporezzo fala tanta besteira com tanta convicção, esse é meu maior medo da vida ser burro e nao saber"",Política,https://www.youtube.com/watch?v=fFvrutu5dl0"
DIRETO,"#706,Podcast 3 irmãos,O deputado calabreso é muito burro;"
DIRETO,"Eu sei que os bolsonaristas são burros, mas esse cara é tão burro que parece a caricatura de alguém muito burro."
DIRETO,"#706,Podcast 3 irmãos,Kkkkkkkkkkkkkk mds esse calabrezzo é muito burro."
DIRETO,"#706,Podcast 3 irmãos,""Cara, se esse deputado é burro assim, fico pensando na capacidade cognitiva, intelectual de quem votou nele...."
DIRETO,Mas como é burro e idiota o cara meu!!!!
DIRETO,"#706,Podcast 3 irmãos,""Será que ele é burro assim?"
DIRETO,"#706,Podcast 3 irmãos,Um documento do Congresso Americano afirma que o Caporezzo é burro."
DIRETO,Esse cara é extremamente burro.
DIRETO,"#706,Podcast 3 irmãos,"" @leonamsilveira8360  Realmente, comuna é tudo burro e mentiroso."
DIRETO,"Esse amigo do bozo é muito burro,Política,https://www.youtube.com/watch?v=fFvrutu5dl0"
DIRETO,Esse calabrezo é burro ao cubo.
DIRETO,"#706,Podcast 3 irmãos,Esse deputado está me convencendo a cada dia como eu era uma idiota por votar na direita e no Bolsonaro em 2018!"
DIRETO,"irmãos,""Vc não era idiota."
DIRETO,"irmãos,""Vc não era idiota."
DIRETO,"irmãos,""Não era idiota não camarada, a gente era enganado pela ideologia que consumimos desde que nascemos."
DIRETO,"#706,Podcast 3 irmãos,""Mano, realmente, pra ser bolsonarista vc tem que ser bem burro ou mal caráter ou os dois."
VERBO_TERMO,pq é burro ou parece burro pq mente?
DIRETO,"#706,Podcast 3 irmãos,Como pode um deputado ser tão burro assim pqp …,Política,https://www.youtube.com/watch?v=fFvrutu5dl0"
DIRETO,"#706,Podcast 3 irmãos,""Meu deus, como o caporezzo é burro não está escrito nem na bíblia"",Política,https://www.youtube.com/watch?v=fFvrutu5dl0"
DIRETO,"É O MAIOR ÍDOLO DO BOTAFOGO?,CazéTV,Quem viveu e morreu por nois foi o rei do mundo Jesus e não esse Nilton fracassado assim como essa repórter que é uma idiota,Esporte,https://www.youtube.com/watch?v=3qBtAJjJtS8"
DIRETO,"É O MAIOR ÍDOLO DO BOTAFOGO?,CazéTV,idiota essa repórter como fala uma besteira dessa,Esporte,https://www.youtube.com/watch?v=3qBtAJjJtS8"
DIRETO,"É O MAIOR ÍDOLO DO BOTAFOGO?,CazéTV,"" @Maik-vh3  não é inválido!"
DIRETO,Você é burro?
DIRETO,"É O MAIOR ÍDOLO DO BOTAFOGO?,CazéTV,""amo meu senhor Jesus, mas pqp como o brasileiro é burro, não consegue interpretar a fala da moça e o contexto que ela falou."
CHAMAR_TRATAR,"É O MAIOR ÍDOLO DO BOTAFOGO?,CazéTV,"" @leonardorafael2780 você me conhece para me chamar de acéfalo?"
DIRETO,"É O MAIOR ÍDOLO DO BOTAFOGO?,CazéTV, @santos8225  poisé mano véi esse povo é muito burro !,Esporte,https://www.youtube.com/watch?v=3qBtAJjJtS8"
DIRETO,"Tnc, vcs são burro pra crl."
DIRETO,"NOSSO SALVADOR e não a um homem comum ser humano é muito idiota,Esporte,https://www.youtube.com/watch?v=3qBtAJjJtS8"
DIRETO,"É O MAIOR ÍDOLO DO BOTAFOGO?,CazéTV,Crente é mt burro,Esporte,https://www.youtube.com/watch?v=3qBtAJjJtS8"
DIRETO,"É O MAIOR ÍDOLO DO BOTAFOGO?,CazéTV,""Vc é burro."
DIRETO,Vc é burro?
DIRETO,"É O MAIOR ÍDOLO DO BOTAFOGO?,CazéTV,C é burro heim kkk,Esporte,https://www.youtube.com/watch?v=3qBtAJjJtS8"
DIRETO,"Posse de Lula: faixa presidencial é entregue por cidadãos,BBC News Brasil,Pq vc é idiota!"
DIRETO,"@felipepontual929  marcha fúnebre por que o povo é idiota votar em ladrão , ovocionar um cretino que usurpou os cofres público , incluindo roubou tb o seu dinheiro ."",Política,https://www.youtube.com/watch?v=l7poldHF6lw"
DIRETO,"Posse de Lula: faixa presidencial é entregue por cidadãos,BBC News Brasil,""Eu tentei, eu tentei, mas o brasileiro médio baixo é muito burro."
DIRETO,O povo brasileiro é deficiente?
CHAMAR_TRATAR,"Tem o cego, o que não quer ver e o que se recusa essa é o pior tipo, (nem mesmo o animal chamado de burro é tão burro)"",Política,https://www.youtube.com/watch?v=l7poldHF6lw"
DIRETO,"Ele é tão burro que essa jogada de marketing dele, caiu por terra!"",Política,https://www.youtube.com/watch?v=l7poldHF6lw"
DIRETO,Aquele índio é UM IDIOTA!
DIRETO,Você é burro?
DIRETO,Felizmente nem todo bolsonarista é estúpido.
DIRETO,"Posse de Lula: faixa presidencial é entregue por cidadãos,BBC News Brasil,""Como o brasileiro é idiota, Povo gosta de ser roubado."
DIRETO,Mas o brasileiro é burro e sem memória.
DIRETO,"Gente, só n]ao é evidente a mudança para melhor para quem é muito burro e muito insensível, doente cognitivamente ou simplesmente cretino, de mente e espírito."
DIRETO,"Psíquicos,"" @harrysonaraujo9995  desculpa lá a tua ignorância, porém para um ser que se acha inteligente é bem burro."
DIRETO,cenário é só hipoteticamente burro.
DIRETO,Ou vc é burro e nem sabe oq diz ou vc se faz de imbecil
DIRETO,"Se intesexo é um gênero e existem variações dele, logo são outros gêneros variados, repito oq eu disse, ou vc é burro e nem sabe oq fala ou vc se faz de imbecil."
DIRETO,"Psíquicos, @patriciovelozo7550  você é só um idiota tentando chamar atenção na internet,Sexualidade,https://www.youtube.com/watch?v=XsJTCKzL-Gg"
DIRETO,_  você é burro ou oque??
DIRETO,"NÃO SE ESCOLHE as pessoas nascem assim e se descobrem não importa se é na infância adolescência ou velhice, e não sei se vc só é burro pra falar que existe 31 gêneros vc só ta sendo ignorante mesmo toma vergonha nessa cara"",Sexualidade,https://www.youtube.com/watch?v=XsJTCKzL-Gg"
DIRETO,"Psíquicos, @williamwilson7334   vc ser burro é normal?,Sexualidade,https://www.youtube.com/watch?v=XsJTCKzL-Gg"
DIRETO,ana-yq1rw  Você é realmente uma ignorante idiota.
CARACTERIZACAO,"homem nem é pai não, esse povo parece que é burro mano, oq tem haver uma coisa com a outra?"",Sexualidade,https://www.youtube.com/watch?v=XsJTCKzL-Gg"
DIRETO,"Psíquicos, @redbluesccp4796  vc é mt burro cara sinceramente não sei como conseguiu sobreviver a fase de aprender a respirar."
DIRETO,"Psíquicos, @redbluesccp4796  cara vc é tão burro q vou nem responder,Sexualidade,https://www.youtube.com/watch?v=XsJTCKzL-Gg"
DIRETO,"Psíquicos, @redbluesccp4796  mano como é ser BURRO desse jeito?"
DIRETO,"q Deus me perdoe pq vc é um idiota e eu preciso falar,Sexualidade,https://www.youtube.com/watch?v=XsJTCKzL-Gg"
DIRETO,Tu é burro caraí?
VERBO_TERMO,"A ciência sim é baseada em experiências, mas usar isso em um debate como esse faz parecer inválido."
DIRETO,"@marcelorodrigues2977  vc é burro,Sexualidade,https://www.youtube.com/watch?v=XsJTCKzL-Gg"
DIRETO,"Psíquicos,"" @mateusraulino7136  Vc é mt burro, so existiu um caso onde uma mulher trans abusou de outra e foi esse ai da cadeia, e ela foi presa justamente"
DIRETO,"ou qualquer método de anticoncepcional é uma escolha racional e livre de não ter filho, homossexual não escolha quando faz sexo com a pessoa do mesmo sexo, ja expliquei que essa comparação é idiota, pois a infertilidade em questão não é decorrência da prática sexual, mas sim de escolha ou meios artificiais para evitar ter filhos que no caso pode ser abandonada a qualquer momento."
DIRETO,"Mano, eu linkei um livro acadêmico e 4 artigos científicos embasando o argumento de que homossexualidade não é uma patologia, sendo um dos artigos de 1973, MENINO, DEIXA DE SER BURRO!"
DIRETO,"Psíquicos, @okhyougot  prefiro ser da idade da pedra do que ser idiota contemporâneo,Sexualidade,https://www.youtube.com/watch?v=XsJTCKzL-Gg"
DIRETO,"KKKKKKKKKKKKKKKKKKKKKKK tinha que ser burro, pqp, liberdade de expressão tem limites, vc n pode pregar ódio e falar q é opinião, é que nem eu falar que pessoas de olho verde (por exemplo)"
DIRETO,"Psíquicos,"" @estudobiblico  teu cu kkkkkkk tu é muito burro Vey, esse cara só usou a comunidade pra fazer ponte pra legalização da pedofilia, isso vive acontecendo no seu mudinho hetero..."
CHAMAR_TRATAR,"Psíquicos,""🔍Transgênero, pessoas trans costumam se identificar com o gênero não biológico, des de nascença a pessoa não se sente confortável em ter seios ou algo no meio das pernas, e se vê em outra ideologia, e isso não interfere em nada no mundo, é apenas pessoas que querem se sentir confortável, não é questão de opção, e vários consideram como uma doença, mas é exagerado chamar de doença, é um diagnóstico mental psiquiátrico que não tem cura, a psicologia da pessoa é mais importante que a biologia, e se for uma """"doença mental"""" como algumas pessoas apontam, não tem motivo para atacar essas pessoas por algo que elas não escolheram, isso é chamado de algo errado como se a pessoa tivesse cometido algo que afeta o mundo, mas essas pessoas estão apenas nos confortos delas, a disforia de gênero não é algo grave, é questão de como a pessoa se vê, e algumas pessoas podem até achar isso nojento e desrespeitar a pessoa que quer ser feliz, mas essas pessoas que são contra transgênero costumam não aceitar mudanças da sociedade e serem totalmente incompetentes com qualquer coisa dessa geração, culpam a geração mas nada vai mudar com isso, então o máximo que podem fazer é deixar pessoas serem felizes com conforto delas, a pessoa se sente livre e mais feliz, e só querem ser normalizados, então não tem realmente pra que atacar essa gente, isso existiu a épocas passadas que """"homens queriam ser mulher"""" e """"mulheres queriam ser homens"""" mas eles não tinha essa questão de liberdade por conta do preconceito, mas hoje podem ser livres e nada vai impedir, nem mesmo diálogos de pessoas infantis na internet que compartilham incomodo para ofender, e ser transgênero não é um pecado, a bíblia tem partes alteradas, e em nenhum momento na bíblia diz """"ataque pessoas que se sentem felizes e livres"""" e mesmo se fosse um pecado não teria motivo para atacar, que vai pro """"inferno"""" são eles e não vocês transfobicos, mas isso não irá acontecer pois pessoas desse tipo costumam ter mais alma e piedade, pode até me chamar de burro por estar falando isso mas pelo simples fato que eles conseguem se descobrir e aceitar a verdade e ser corajoso o suficiente pra encarar o mundo são muito fortes​ @estudobiblico "",Sexualidade,https://www.youtube.com/watch?v=XsJTCKzL-Gg"
CHAMAR_TRATAR,"Pode parecer um conselho idiota, mas é melhor do que se deixar importar e sair com raiva enquanto o outro lado te chama de idiota."
DIRETO,"meus parabéns você é idiota,Sexualidade,https://www.youtube.com/watch?v=XsJTCKzL-Gg"
DIRETO,Vc é tão burro quanto o companheiro de cima.
DIRETO,"Psíquicos,""""""Ele faz como o ídolo: qualquer opinião divergente da dele é idiota e errada; se a posição dele é refutada, só xinga, não admite que está errado e nem.apresenta.argumentos."
DIRETO,"Desta maneira, o seu argumento é inválido."
DIRETO,"Gente que nivel é BURRO, DUVIDOSO, MAU CARÁTER"
DIRETO,"Em debate no STF,  Mendonça diz que polícia abusa em quebra de sigilo e Moraes pede provas"",Migalhas,mendonça é burro demais."
DIRETO,"Esse ministro Mendonça é muito burro meu Deus 😂😂,Política,https://www.youtube.com/watch?v=4oguRv_uUD8"
DIRETO,Esse André Mendonça é burro pra karalho... é vergonhoso sua fala .. muito inferior aos demais ministros.. só fala besteira!
DIRETO,"esse homem sabe o que está acontecendo e como juiz defende um homem como o bolsonaro, ser conservador e apoiar o bolsonaro é ser idiota, o homem não se comporta como uma pessoa realmente capaz de representar a direita, é um absurdo as coisas que diz, que fala, que faz, nem a equipe de juristas conseguem defender ele de sua inocência, parece que faz questão de ser culpado, malvado, cruel e pedir piedade, pede anistia, aí se der ele e a turma dele quer matar opositores!"
DIRETO,Este Mendonça é tão Acéfalo quanto quem botou ele lá.
VERBO_TERMO,"Em debate no STF,  Mendonça diz que polícia abusa em quebra de sigilo e Moraes pede provas"",Migalhas,""Este Andre Mendonça,é um verdadeiro bobo da corte,parece um idiota defedendo suas teses ridiculas....."
DIRETO,"Em debate no STF,  Mendonça diz que polícia abusa em quebra de sigilo e Moraes pede provas"",Migalhas,""Esse André é um idiota Bolsonaista,como todos os outros."
VERBO_TERMO,"Em debate no STF,  Mendonça diz que polícia abusa em quebra de sigilo e Moraes pede provas"",Migalhas,""Achei que esse ministro nem falava,  parecia  um mudinho ."
DIRETO,"Ou seja, voce é burro."
DIRETO,"Em debate no STF,  Mendonça diz que polícia abusa em quebra de sigilo e Moraes pede provas"",Migalhas,""Este ministro ele é sem cultura, sem informação ele é muito burro."
DIRETO,"Esse ministro Mendonça  é meio idiota,Política,https://www.youtube.com/watch?v=4oguRv_uUD8"
DIRETO,"Em debate no STF,  Mendonça diz que polícia abusa em quebra de sigilo e Moraes pede provas"",Migalhas,Esse pastor é muito burro,Política,https://www.youtube.com/watch?v=4oguRv_uUD8"
DIRETO,"Em debate no STF,  Mendonça diz que polícia abusa em quebra de sigilo e Moraes pede provas"",Migalhas,""Cara, esse Mendonça é muito burro."
DIRETO,"A lei é clara, mas vc é estúpido demais para compreender isso."
DIRETO,"Em debate no STF,  Mendonça diz que polícia abusa em quebra de sigilo e Moraes pede provas"",Migalhas,Mendonça é muito burro,Política,https://www.youtube.com/watch?v=4oguRv_uUD8"
DIRETO,"Em debate no STF,  Mendonça diz que polícia abusa em quebra de sigilo e Moraes pede provas"",Migalhas,como este mendonça é burro !"
DIRETO,"Se você acha que sim, você é muito burro, experimenta criticar o sistema de votação ou o citado Ministro do Supremo para ver a PF bater na sua porta, isso é democracia?"
DIRETO,Esse Mendonça é muito burro!
DIRETO,Esse Mendonça é muito burro. .
DIRETO,"Em debate no STF,  Mendonça diz que polícia abusa em quebra de sigilo e Moraes pede provas"",Migalhas,Mendonça é um idiota,Política,https://www.youtube.com/watch?v=4oguRv_uUD8"
DIRETO,"Esse Mendonça é muito burro e escroto 😂😂😂😂😂😂,Política,https://www.youtube.com/watch?v=4oguRv_uUD8"
DIRETO,"Em debate no STF,  Mendonça diz que polícia abusa em quebra de sigilo e Moraes pede provas"",Migalhas,""Nossa como este mendonca eh burro ."
DIRETO,"Em debate no STF,  Mendonça diz que polícia abusa em quebra de sigilo e Moraes pede provas"",Migalhas,""Partindo do princípio do que disse o Moraes, nada além das provas referentes aos cartões de vacina seriam válidas, mas, o tal do golpe que o imperador inventou, se baseia exatamente na produção inválida de provas...acho que até os esquerdopatas entenderam que o processo dos """"gorpe,"""" de Estado, é totalmente inválido."
DIRETO,"Esse Mendonça é tão burro qe os cara da direita qer acabar com todos os ministros kkkkkkkkkk ele eo famoso nada contra correnteza kkkkkkkkkkkk,Política,https://www.youtube.com/watch?v=4oguRv_uUD8"
DIRETO,"Em debate no STF,  Mendonça diz que polícia abusa em quebra de sigilo e Moraes pede provas"",Migalhas,Mendonça é burro d +😂,Política,https://www.youtube.com/watch?v=4oguRv_uUD8"
VERBO_TERMO,"Esses mesmos analfabetos de pai e mãe que usam seres burro mas quando dá 60 anos tá no INSS tá tentando nós concursados do INSS quero um direito do Estado democrático de direito chamado aposentadoria,Política,https://www.youtube.com/watch?v=4oguRv_uUD8"
DIRETO,"Em debate no STF,  Mendonça diz que polícia abusa em quebra de sigilo e Moraes pede provas"",Migalhas,""Não ter provas que o Lula roubou, não significa que o Lula não roubou, significa que ele robou bem feito para não deixar provas, só que o Lula é muito burro e deixou várias provas sim"",Política,https://www.youtube.com/watch?v=4oguRv_uUD8"
DIRETO,"Em debate no STF,  Mendonça diz que polícia abusa em quebra de sigilo e Moraes pede provas"",Migalhas,Adélio Bispo é um demente."
DIRETO,"Em debate no STF,  Mendonça diz que polícia abusa em quebra de sigilo e Moraes pede provas"",Migalhas,""​ @thebestfreediver como vc é idiota."
CARACTERIZACAO,Vc parece um retardado chamando  pessoas inocentes de  golpista  pra defender quem te rouba.
DIRETO,"Em debate no STF,  Mendonça diz que polícia abusa em quebra de sigilo e Moraes pede provas"",Migalhas,​ @ilberlainerodrigues4914 😂😂😂😂😂😂😂 como vc é idiota."
VERBO_TERMO,"Donald Trump vence eleições americanas contra Kamala e é eleito a voltar à Casa Branca após 4 anos,UOL,O choro e livre esquerdalha  pensaram q afundar o mundo no seu lixo de ideologia  ia ficar barato e q o povo era idiota ?"
DIRETO,"Donald Trump vence eleições americanas contra Kamala e é eleito a voltar à Casa Branca após 4 anos,UOL,Se vc acha que existe esquerda nos EUA vc é mais burro do que parece​ @"
DIRETO,Essa narrativa da esquerda só um acéfalo ou doente mental não percebe que só passa de narrativa mesmo.
DIRETO,"Donald Trump vence eleições americanas contra Kamala e é eleito a voltar à Casa Branca após 4 anos,UOL, a7a3lr5m6  as eleições municipais já deram um recado de que o povo não é idiota...."
DIRETO,"Você é burro ou se faz?"",Política,https://www.youtube.com/watch?v=piBUKSV3vG8"
DIRETO,"Gêneros Textuais [Prof Noslen],Professor Noslen,​ @GabrielleSamantha-c1n sou mais burro que ele,Sexualidade,https://www.youtube.com/watch?v=Ucjv4LT8CSg"
DIRETO,"Gêneros Textuais [Prof Noslen],Professor Noslen,Carra eu que sou burro  mais aprendi  muito bom apredi melhor com ele do que minha proffesora,Sexualidade,https://www.youtube.com/watch?v=Ucjv4LT8CSg"
DIRETO,"@feliom8776 eu tbm tenho deficiente de atenção,Sexualidade,https://www.youtube.com/watch?v=Ucjv4LT8CSg"
DIRETO,"Gêneros Textuais [Prof Noslen],Professor Noslen,""eu também,  já sou burro quanto antes melhor"",Sexualidade,https://www.youtube.com/watch?v=Ucjv4LT8CSg"
DIRETO,"Gêneros Textuais [Prof Noslen],Professor Noslen,o povo q deu dislike é tudo burro e retardado,Sexualidade,https://www.youtube.com/watch?v=Ucjv4LT8CSg"
DIRETO,"você é um idiota,Sexualidade,https://www.youtube.com/watch?v=Ucjv4LT8CSg"
VERBO_TERMO,"#skills #explore,Renan Footz,""Na realidade foi totalmente desproporcional, qualquer golpe na coluna pode aleijar algm, o menino foi babaca mas n merecia ficar aleijado por um jogo de futebol, que desse um soco na cara ou uma rasteira, mas dá maneira q agiu aí só foi mais covarde q o primeiro."
VERBO_TERMO,"#skills #explore,Renan Footz,""Há uma geração de mlks ficando retardado, eles fazem """"uuuhhhh"""" em forma de comemoração até mesmo se chutar na trave, parece uma pandemia."
DIRETO,"#skills #explore,Renan Footz,O dia ter aleijado o rapaz babaca,Esporte,https://www.youtube.com/watch?v=BXT8S4wyljM"
